%OpenBCI Raw EEG Data % %Sample Rate = 250.0 Hz %First Column = SampleIndex %Other Columns = EEG data in microvolts,,,,,,,,,,,,,,,,
-16,-1293.16,12.2,-2791.15,-5689.55,-318.74,-6692.25,393.41,-4778.38,-1293.16,12.2,-2791.15,-5689.55,-318.74,-6692.25,393.41,-4778.38
-15,-1299.19,11.49,-2802.62,-5706.53,-318.8,-6714.26,390.53,-4795.7,-1299.19,11.49,-2802.62,-5706.53,-318.8,-6714.26,390.53,-4795.7
-14,-1289.76,18.02,-2800.63,-5716.97,-314.38,-6723.43,394.62,-4806.72,-1289.76,18.02,-2800.63,-5716.97,-314.38,-6723.43,394.62,-4806.72
-13,-1299.69,24.1,-2812.09,-5726.61,-310.09,-6734.38,394.55,-4815.66,-1299.69,24.1,-2812.09,-5726.61,-310.09,-6734.38,394.55,-4815.66
-12,-1308.45,17.68,-2813.41,-5738.5,-307.58,-6751.99,391.76,-4829.76,-1308.45,17.68,-2813.41,-5738.5,-307.58,-6751.99,391.76,-4829.76
-11,-1312.02,13.19,-2816.92,-5745.49,-304.16,-6763.32,392.65,-4839.08,-1312.02,13.19,-2816.92,-5745.49,-304.16,-6763.32,392.65,-4839.08
-10,-1312.43,13.43,-2816.79,-5761.52,-303.02,-6781.43,392.36,-4853.08,-1312.43,13.43,-2816.79,-5761.52,-303.02,-6781.43,392.36,-4853.08
-9,-1304.78,19.45,-2823.74,-5766.68,-297.23,-6790.68,390.53,-4859.29,-1304.78,19.45,-2823.74,-5766.68,-297.23,-6790.68,390.53,-4859.29
-8,-1304.02,20.72,-2821.71,-5780.67,-309.59,-6804.65,384.54,-4871.27,-1304.02,20.72,-2821.71,-5780.67,-309.59,-6804.65,384.54,-4871.27
-7,-1304.36,27.74,-2834.49,-5778.06,-312.83,-6800.7,386.44,-4867.4,-1304.36,27.74,-2834.49,-5778.06,-312.83,-6800.7,386.44,-4867.4
-6,-1321.93,12.18,-2833.93,-5793.46,-331.88,-6817.46,376.65,-4882.85,-1321.93,12.18,-2833.93,-5793.46,-331.88,-6817.46,376.65,-4882.85
